,Drug use disorders,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
1529,"Cass County, Missouri",29037,"0.43 (0.23, 0.72)","0.58 (0.35, 0.89)","0.93 (0.57, 1.39)","1.43 (0.94, 2.07)","2.69 (1.87, 3.70)","5.24 (3.83, 6.74)","7.97 (5.99, 10.14)","9.54 (7.38, 11.89)","2114.75 (1177.18, 4209.28)"
1530,"Cedar County, Missouri",29039,"0.68 (0.37, 1.15)","1.01 (0.57, 1.67)","1.63 (0.95, 2.72)","2.56 (1.57, 3.93)","4.67 (2.94, 6.79)","9.14 (6.13, 12.79)","13.19 (8.94, 17.93)","14.86 (10.11, 20.64)","2089.51 (1119.27, 3993.35)"
1531,"Chariton County, Missouri",29041,"0.47 (0.23, 0.85)","0.63 (0.33, 1.11)","0.95 (0.51, 1.67)","1.48 (0.82, 2.44)","2.52 (1.47, 3.92)","4.83 (2.95, 7.11)","6.56 (4.04, 9.37)","7.33 (4.57, 10.61)","1457.21 (734.86, 3255.86)"
1532,"Christian County, Missouri",29043,"0.42 (0.23, 0.67)","0.59 (0.33, 0.92)","0.97 (0.59, 1.46)","1.48 (0.92, 2.17)","3.07 (2.15, 4.24)","5.88 (4.50, 7.60)","9.63 (7.76, 11.86)","9.52 (7.43, 11.97)","2189.26 (1244.60, 4064.37)"
1533,"Clark County, Missouri",29045,"0.48 (0.22, 0.89)","0.61 (0.31, 1.08)","0.88 (0.46, 1.60)","1.27 (0.67, 2.21)","2.19 (1.23, 3.64)","4.00 (2.41, 6.34)","5.78 (3.49, 9.05)","6.04 (3.49, 9.81)","1166.32 (565.97, 2604.42)"
1534,"Clay County, Missouri",29047,"0.49 (0.27, 0.80)","0.65 (0.38, 1.04)","1.07 (0.64, 1.66)","1.62 (1.01, 2.39)","3.19 (2.22, 4.39)","5.81 (4.37, 7.58)","8.38 (6.61, 10.43)","7.77 (6.23, 9.75)","1473.86 (812.29, 2938.03)"
1535,"Clinton County, Missouri",29049,"0.42 (0.21, 0.73)","0.58 (0.30, 0.99)","0.94 (0.51, 1.57)","1.57 (0.89, 2.52)","2.90 (1.77, 4.31)","5.67 (3.76, 8.15)","7.81 (5.31, 10.99)","9.22 (6.22, 12.88)","2096.29 (1029.35, 4438.13)"
1536,"Cole County, Missouri",29051,"0.45 (0.24, 0.76)","0.59 (0.34, 0.97)","0.84 (0.52, 1.31)","1.35 (0.85, 1.98)","2.45 (1.66, 3.47)","4.75 (3.53, 6.21)","7.11 (5.31, 9.02)","7.37 (5.43, 9.47)","1528.65 (810.85, 3145.34)"
1537,"Cooper County, Missouri",29053,"0.55 (0.27, 1.01)","0.70 (0.37, 1.20)","1.04 (0.53, 1.79)","1.60 (0.87, 2.62)","2.88 (1.63, 4.56)","5.12 (3.20, 7.77)","6.95 (4.27, 10.21)","7.67 (4.59, 11.41)","1288.13 (637.87, 2719.70)"
1538,"Crawford County, Missouri",29055,"0.47 (0.26, 0.76)","0.72 (0.42, 1.16)","1.25 (0.76, 1.92)","2.11 (1.40, 3.05)","4.13 (2.84, 5.76)","8.40 (6.12, 11.06)","13.62 (10.47, 17.43)","15.21 (11.53, 19.39)","3129.73 (1760.21, 6030.12)"
1539,"Dade County, Missouri",29057,"0.45 (0.22, 0.81)","0.66 (0.35, 1.14)","1.07 (0.55, 1.78)","1.84 (1.02, 3.11)","3.41 (2.05, 5.25)","7.01 (4.58, 10.29)","10.23 (6.64, 14.64)","11.46 (7.52, 16.70)","2454.05 (1266.56, 4946.26)"
1540,"Dallas County, Missouri",29059,"0.77 (0.41, 1.29)","1.03 (0.58, 1.63)","1.65 (0.99, 2.57)","2.56 (1.58, 3.78)","4.60 (3.11, 6.47)","9.20 (6.78, 12.40)","12.18 (8.92, 16.28)","14.07 (10.04, 18.76)","1737.66 (942.42, 3514.78)"
1541,"Daviess County, Missouri",29061,"0.40 (0.18, 0.74)","0.53 (0.26, 0.94)","0.79 (0.40, 1.40)","1.20 (0.65, 2.11)","1.98 (1.04, 3.26)","3.78 (2.13, 6.16)","5.33 (3.01, 8.44)","5.78 (3.12, 9.40)","1334.88 (578.42, 3324.23)"
1542,"DeKalb County, Missouri",29063,"0.34 (0.17, 0.63)","0.46 (0.24, 0.81)","0.71 (0.36, 1.27)","1.08 (0.56, 1.88)","2.13 (1.16, 3.55)","3.87 (2.31, 5.91)","5.39 (3.32, 8.04)","6.38 (3.67, 9.72)","1756.14 (809.19, 3779.36)"
1543,"Dent County, Missouri",29065,"0.60 (0.32, 1.06)","0.96 (0.55, 1.61)","1.69 (0.96, 2.64)","2.98 (1.90, 4.52)","5.57 (3.78, 7.75)","11.25 (8.17, 15.24)","17.25 (12.95, 22.33)","21.85 (17.05, 27.96)","3521.97 (1960.01, 6521.96)"
1544,"Douglas County, Missouri",29067,"0.44 (0.23, 0.79)","0.63 (0.34, 1.08)","1.01 (0.56, 1.60)","1.74 (1.02, 2.75)","2.95 (1.84, 4.42)","5.52 (3.74, 7.87)","8.30 (5.51, 11.62)","9.57 (6.59, 13.22)","2053.49 (1040.51, 4079.87)"
1545,"Dunklin County, Missouri",29069,"0.78 (0.45, 1.29)","1.13 (0.70, 1.73)","1.86 (1.22, 2.78)","2.96 (2.00, 4.43)","5.56 (3.94, 7.59)","10.64 (7.98, 13.76)","15.59 (11.91, 19.93)","20.66 (15.80, 26.09)","2542.11 (1433.41, 4711.62)"
1546,"Franklin County, Missouri",29071,"0.45 (0.27, 0.69)","0.65 (0.43, 0.98)","1.04 (0.68, 1.55)","1.78 (1.25, 2.46)","3.73 (2.74, 4.90)","7.00 (5.56, 8.58)","11.70 (9.57, 13.90)","13.53 (11.16, 15.91)","2891.66 (1795.15, 5046.80)"
1547,"Gasconade County, Missouri",29073,"0.45 (0.23, 0.75)","0.66 (0.37, 1.04)","1.07 (0.63, 1.70)","1.79 (1.13, 2.68)","3.34 (2.19, 4.85)","6.60 (4.81, 8.80)","10.05 (7.30, 13.25)","11.49 (8.39, 15.22)","2450.78 (1358.44, 4752.01)"
1548,"Gentry County, Missouri",29075,"0.38 (0.17, 0.73)","0.49 (0.25, 0.89)","0.71 (0.34, 1.30)","1.05 (0.50, 1.85)","1.82 (0.99, 3.11)","3.48 (1.93, 5.52)","4.78 (2.60, 7.76)","5.17 (2.87, 8.41)","1252.57 (576.86, 2776.39)"
1549,"Greene County, Missouri",29077,"0.70 (0.42, 1.09)","1.01 (0.64, 1.49)","1.75 (1.13, 2.51)","2.85 (1.99, 3.84)","6.24 (4.85, 7.77)","14.90 (12.67, 17.23)","20.98 (18.29, 23.63)","18.66 (16.03, 21.26)","2563.16 (1541.73, 4459.93)"
1550,"Grundy County, Missouri",29079,"0.50 (0.25, 0.90)","0.68 (0.35, 1.15)","1.01 (0.52, 1.69)","1.47 (0.83, 2.44)","2.59 (1.54, 4.03)","4.79 (3.01, 7.03)","6.67 (4.21, 9.59)","7.70 (4.89, 11.48)","1433.45 (688.49, 3061.70)"
1551,"Harrison County, Missouri",29081,"0.53 (0.26, 0.93)","0.71 (0.38, 1.23)","1.07 (0.56, 1.78)","1.72 (0.95, 2.85)","2.78 (1.63, 4.36)","5.16 (3.24, 7.94)","7.34 (4.64, 11.05)","8.34 (5.10, 12.69)","1465.88 (742.66, 3171.86)"
1552,"Henry County, Missouri",29083,"0.47 (0.23, 0.80)","0.63 (0.34, 1.04)","0.95 (0.52, 1.51)","1.43 (0.85, 2.21)","2.57 (1.68, 3.74)","4.81 (3.23, 6.74)","7.11 (4.88, 9.82)","7.57 (5.17, 10.40)","1526.65 (796.98, 3163.49)"
1553,"Hickory County, Missouri",29085,"0.66 (0.32, 1.18)","0.94 (0.48, 1.61)","1.58 (0.79, 2.73)","2.38 (1.29, 3.95)","4.36 (2.57, 6.70)","8.61 (5.52, 12.53)","12.82 (8.50, 18.18)","14.40 (9.53, 21.03)","2094.22 (1094.09, 4032.13)"
1554,"Holt County, Missouri",29087,"0.42 (0.20, 0.79)","0.53 (0.25, 0.95)","0.76 (0.36, 1.44)","1.09 (0.51, 1.99)","1.82 (0.96, 3.19)","3.50 (1.87, 5.84)","4.47 (2.32, 7.40)","4.72 (2.42, 7.75)","1014.00 (421.71, 2258.81)"
1555,"Howard County, Missouri",29089,"0.48 (0.23, 0.86)","0.61 (0.32, 1.11)","0.88 (0.46, 1.55)","1.31 (0.71, 2.19)","2.41 (1.45, 3.78)","4.69 (2.97, 7.00)","6.70 (4.25, 9.76)","7.22 (4.58, 10.69)","1414.46 (676.28, 3090.74)"
1556,"Howell County, Missouri",29091,"0.74 (0.42, 1.18)","1.15 (0.68, 1.77)","1.79 (1.12, 2.69)","2.83 (1.87, 4.05)","5.00 (3.58, 6.80)","10.82 (8.14, 13.84)","13.66 (10.66, 16.94)","15.61 (12.14, 19.44)","2014.36 (1097.03, 3830.97)"
1557,"Iron County, Missouri",29093,"0.71 (0.37, 1.25)","1.14 (0.67, 1.82)","2.07 (1.23, 3.28)","3.65 (2.31, 5.41)","6.99 (4.76, 9.68)","12.79 (9.08, 17.04)","18.40 (13.66, 24.10)","23.18 (17.11, 30.02)","3147.59 (1690.83, 6126.76)"
1558,"Jackson County, Missouri",29095,"1.02 (0.67, 1.49)","1.26 (0.86, 1.77)","1.75 (1.23, 2.46)","2.90 (2.15, 3.80)","5.19 (4.03, 6.48)","9.33 (7.73, 11.08)","13.48 (11.62, 15.44)","12.44 (10.60, 14.31)","1125.57 (697.54, 1862.29)"
1559,"Jasper County, Missouri",29097,"0.55 (0.30, 0.90)","0.77 (0.46, 1.18)","1.16 (0.71, 1.75)","1.83 (1.23, 2.65)","3.23 (2.26, 4.28)","6.69 (5.23, 8.46)","11.47 (9.21, 13.96)","11.36 (9.00, 13.90)","1963.42 (1103.72, 3783.86)"
1560,"Jefferson County, Missouri",29099,"0.38 (0.24, 0.57)","0.62 (0.41, 0.87)","1.04 (0.72, 1.44)","1.75 (1.29, 2.35)","4.10 (3.22, 5.21)","7.96 (6.55, 9.43)","14.66 (12.82, 16.50)","16.27 (14.35, 18.34)","4152.03 (2716.55, 6700.62)"
1561,"Johnson County, Missouri",29101,"0.35 (0.16, 0.62)","0.43 (0.21, 0.75)","0.61 (0.32, 1.03)","0.91 (0.51, 1.51)","1.59 (0.91, 2.42)","2.97 (1.85, 4.43)","4.15 (2.81, 5.92)","4.10 (2.69, 5.98)","1088.53 (534.70, 2376.02)"
1562,"Knox County, Missouri",29103,"0.52 (0.25, 0.92)","0.72 (0.37, 1.26)","1.07 (0.54, 1.88)","1.64 (0.83, 2.88)","2.77 (1.54, 4.59)","5.09 (2.98, 8.23)","7.38 (4.32, 11.33)","7.78 (4.41, 12.64)","1405.05 (666.93, 2871.28)"
1563,"Laclede County, Missouri",29105,"0.42 (0.23, 0.75)","0.54 (0.30, 0.89)","0.86 (0.47, 1.38)","1.22 (0.71, 1.94)","2.16 (1.29, 3.21)","4.12 (2.79, 5.77)","5.39 (3.53, 7.58)","6.07 (3.90, 8.73)","1330.56 (655.34, 2622.27)"
1564,"Lafayette County, Missouri",29107,"0.48 (0.25, 0.78)","0.63 (0.34, 1.02)","0.93 (0.52, 1.51)","1.43 (0.84, 2.15)","2.43 (1.51, 3.67)","4.58 (2.97, 6.44)","6.17 (4.05, 8.81)","7.07 (4.58, 10.24)","1387.48 (697.75, 2760.47)"
1565,"Lawrence County, Missouri",29109,"0.50 (0.28, 0.81)","0.76 (0.45, 1.18)","1.20 (0.76, 1.81)","1.96 (1.27, 2.92)","3.84 (2.71, 5.25)","7.53 (5.32, 9.91)","12.80 (9.69, 16.50)","14.58 (10.94, 18.95)","2812.07 (1610.26, 5055.18)"
1566,"Lewis County, Missouri",29111,"0.45 (0.22, 0.78)","0.63 (0.33, 1.05)","0.94 (0.50, 1.57)","1.40 (0.80, 2.27)","2.51 (1.45, 3.99)","4.74 (2.96, 6.96)","6.94 (4.36, 10.06)","7.00 (4.28, 10.45)","1465.83 (740.83, 3206.90)"
1567,"Lincoln County, Missouri",29113,"0.44 (0.23, 0.71)","0.64 (0.37, 1.02)","1.06 (0.66, 1.60)","1.73 (1.14, 2.44)","3.19 (2.32, 4.34)","6.21 (4.78, 7.92)","9.39 (7.45, 11.64)","11.63 (9.14, 14.36)","2555.20 (1462.40, 5030.97)"
1568,"Linn County, Missouri",29115,"0.53 (0.27, 0.94)","0.70 (0.37, 1.19)","1.10 (0.62, 1.87)","1.69 (1.01, 2.77)","2.95 (1.83, 4.64)","5.58 (3.67, 8.19)","7.67 (4.89, 11.01)","8.66 (5.54, 12.68)","1543.64 (737.41, 3417.76)"
1569,"Livingston County, Missouri",29117,"0.53 (0.27, 0.94)","0.76 (0.41, 1.27)","1.23 (0.67, 1.91)","1.94 (1.13, 2.97)","3.53 (2.31, 5.14)","7.05 (5.03, 9.65)","10.05 (6.97, 13.37)","11.34 (7.89, 15.38)","2052.77 (1065.33, 4362.19)"
1570,"Macon County, Missouri",29121,"0.56 (0.30, 0.97)","0.76 (0.42, 1.26)","1.20 (0.68, 2.00)","1.80 (1.06, 2.82)","3.23 (2.05, 4.79)","6.02 (4.05, 8.59)","8.10 (5.52, 11.28)","9.09 (5.96, 12.96)","1508.82 (773.18, 3173.28)"
1571,"Madison County, Missouri",29123,"0.72 (0.39, 1.19)","1.10 (0.63, 1.73)","1.93 (1.16, 2.99)","3.06 (1.93, 4.42)","5.59 (3.91, 7.73)","11.23 (8.15, 14.83)","17.01 (12.70, 21.82)","19.42 (14.54, 25.09)","2600.25 (1480.74, 4918.46)"
1572,"Maries County, Missouri",29125,"0.50 (0.24, 0.88)","0.71 (0.35, 1.20)","1.17 (0.63, 2.06)","1.85 (0.97, 2.99)","3.51 (2.00, 5.51)","6.24 (3.86, 9.54)","8.80 (5.50, 13.34)","10.33 (6.38, 15.57)","1968.29 (1019.91, 3892.60)"
1573,"Marion County, Missouri",29127,"0.72 (0.38, 1.21)","1.04 (0.62, 1.56)","1.54 (0.96, 2.33)","2.28 (1.50, 3.32)","4.20 (2.90, 5.79)","7.98 (5.98, 10.29)","10.82 (8.31, 14.05)","11.99 (8.95, 15.49)","1566.41 (834.58, 3075.85)"
1574,"McDonald County, Missouri",29119,"0.42 (0.19, 0.78)","0.61 (0.31, 1.01)","1.00 (0.50, 1.65)","1.61 (0.85, 2.52)","2.87 (1.72, 4.35)","5.67 (3.57, 8.03)","8.34 (5.62, 11.61)","9.63 (6.49, 13.48)","2168.43 (1110.37, 4616.36)"
1575,"Mercer County, Missouri",29129,"0.43 (0.20, 0.81)","0.54 (0.26, 0.99)","0.81 (0.37, 1.51)","1.15 (0.53, 2.19)","1.96 (0.92, 3.57)","3.65 (1.89, 6.18)","5.03 (2.70, 8.07)","5.43 (2.80, 9.14)","1166.14 (515.31, 2632.47)"
1576,"Miller County, Missouri",29131,"0.66 (0.38, 1.08)","0.92 (0.53, 1.51)","1.46 (0.90, 2.28)","2.42 (1.47, 3.62)","4.26 (2.84, 6.04)","7.77 (5.42, 10.53)","11.17 (8.05, 14.64)","11.83 (8.55, 15.88)","1690.91 (927.86, 3195.66)"
1577,"Mississippi County, Missouri",29133,"0.57 (0.28, 1.04)","0.74 (0.36, 1.29)","1.10 (0.56, 1.87)","1.63 (0.87, 2.74)","2.96 (1.57, 4.79)","5.59 (3.29, 8.48)","7.58 (4.65, 11.47)","8.13 (4.77, 12.52)","1325.53 (648.09, 2937.96)"
1578,"Moniteau County, Missouri",29135,"0.43 (0.21, 0.81)","0.54 (0.26, 0.94)","0.76 (0.36, 1.33)","1.17 (0.58, 2.06)","2.00 (1.09, 3.25)","3.73 (2.15, 5.69)","5.32 (3.08, 8.23)","5.32 (3.13, 8.34)","1124.54 (534.79, 2420.79)"
1579,"Monroe County, Missouri",29137,"0.48 (0.24, 0.86)","0.64 (0.33, 1.13)","0.97 (0.52, 1.63)","1.50 (0.84, 2.39)","2.63 (1.56, 4.02)","5.06 (3.07, 7.37)","6.90 (4.53, 9.94)","7.51 (4.75, 11.16)","1459.77 (728.55, 3010.78)"
1580,"Montgomery County, Missouri",29139,"0.54 (0.30, 0.91)","0.80 (0.45, 1.29)","1.40 (0.79, 2.28)","2.23 (1.36, 3.37)","4.12 (2.60, 5.96)","7.93 (5.55, 10.66)","12.53 (8.96, 16.61)","13.49 (9.56, 18.25)","2384.85 (1359.05, 4456.87)"
1581,"Morgan County, Missouri",29141,"0.62 (0.31, 1.06)","0.90 (0.47, 1.50)","1.33 (0.72, 2.16)","2.04 (1.11, 3.25)","3.69 (2.23, 5.63)","7.00 (4.53, 10.17)","10.17 (6.93, 14.36)","11.89 (8.12, 16.51)","1821.57 (925.81, 3658.10)"
1582,"New Madrid County, Missouri",29143,"0.62 (0.31, 1.09)","0.82 (0.45, 1.39)","1.24 (0.71, 2.05)","1.96 (1.16, 2.99)","3.58 (2.30, 5.24)","7.14 (4.74, 10.01)","9.43 (6.53, 13.09)","10.62 (7.35, 14.62)","1619.27 (804.17, 3474.42)"
1583,"Newton County, Missouri",29145,"0.45 (0.24, 0.74)","0.61 (0.35, 0.99)","0.97 (0.58, 1.55)","1.62 (1.02, 2.50)","2.77 (1.93, 3.82)","5.17 (3.62, 6.97)","8.19 (6.12, 10.62)","8.63 (6.36, 11.07)","1818.08 (1011.01, 3536.52)"
1584,"Nodaway County, Missouri",29147,"0.30 (0.15, 0.54)","0.36 (0.18, 0.65)","0.51 (0.27, 0.87)","0.72 (0.39, 1.21)","1.33 (0.78, 2.12)","2.42 (1.49, 3.75)","3.31 (1.99, 4.96)","3.56 (2.06, 5.54)","1076.96 (489.65, 2356.75)"
1585,"Oregon County, Missouri",29149,"0.55 (0.28, 0.96)","0.76 (0.41, 1.30)","1.23 (0.66, 2.03)","1.84 (1.09, 2.98)","3.40 (2.04, 5.13)","6.33 (4.14, 8.92)","9.09 (6.16, 12.91)","10.95 (7.36, 15.56)","1906.43 (1001.53, 3794.39)"
1586,"Osage County, Missouri",29151,"0.41 (0.21, 0.75)","0.56 (0.28, 0.99)","0.87 (0.46, 1.49)","1.35 (0.72, 2.28)","2.44 (1.41, 3.81)","4.58 (2.88, 6.78)","6.47 (4.22, 9.42)","7.23 (4.55, 10.54)","1641.30 (882.55, 3361.04)"
1587,"Ozark County, Missouri",29153,"0.59 (0.29, 1.00)","0.90 (0.46, 1.58)","1.62 (0.83, 2.71)","2.69 (1.55, 4.28)","4.63 (2.75, 7.07)","8.70 (5.80, 12.38)","14.15 (9.46, 19.26)","14.81 (10.12, 20.73)","2407.07 (1305.40, 4917.24)"
1588,"Pemiscot County, Missouri",29155,"0.90 (0.44, 1.52)","1.33 (0.71, 2.16)","2.23 (1.28, 3.53)","3.72 (2.29, 5.62)","6.52 (4.34, 9.44)","13.31 (9.57, 17.74)","19.95 (14.94, 25.65)","19.60 (14.53, 25.29)","2077.16 (1156.06, 4224.54)"
1589,"Perry County, Missouri",29157,"0.46 (0.24, 0.77)","0.63 (0.35, 1.01)","1.02 (0.57, 1.58)","1.62 (0.95, 2.51)","3.03 (1.97, 4.44)","5.56 (3.66, 7.80)","8.22 (5.66, 11.22)","9.61 (6.67, 12.79)","1988.16 (1180.69, 3655.96)"
1590,"Pettis County, Missouri",29159,"0.58 (0.31, 0.96)","0.76 (0.42, 1.21)","1.13 (0.66, 1.82)","1.78 (1.09, 2.76)","2.88 (1.88, 4.29)","5.63 (3.91, 7.74)","7.81 (5.48, 10.39)","8.02 (5.60, 11.08)","1281.86 (690.97, 2413.31)"
1591,"Phelps County, Missouri",29161,"0.54 (0.28, 0.91)","0.79 (0.44, 1.28)","1.31 (0.77, 2.04)","2.21 (1.44, 3.39)","4.12 (2.77, 5.58)","8.06 (5.91, 10.44)","12.37 (9.69, 15.45)","13.07 (9.95, 16.27)","2331.22 (1243.43, 4618.11)"
1592,"Pike County, Missouri",29163,"0.41 (0.21, 0.70)","0.57 (0.32, 0.90)","0.86 (0.50, 1.40)","1.39 (0.80, 2.14)","2.52 (1.55, 3.70)","5.26 (3.52, 7.36)","6.95 (4.74, 9.57)","7.70 (5.16, 10.81)","1774.43 (1029.56, 3250.85)"
1593,"Platte County, Missouri",29165,"0.46 (0.25, 0.77)","0.62 (0.36, 0.96)","0.97 (0.59, 1.49)","1.47 (0.95, 2.14)","3.04 (2.12, 4.29)","5.21 (3.87, 6.80)","7.62 (5.92, 9.60)","7.96 (6.02, 9.91)","1620.62 (885.63, 3213.06)"
1594,"Polk County, Missouri",29167,"0.67 (0.36, 1.10)","1.00 (0.57, 1.58)","1.74 (1.07, 2.68)","2.94 (1.92, 4.22)","5.27 (3.74, 7.21)","10.80 (8.04, 14.09)","17.75 (13.82, 22.23)","17.76 (13.70, 22.36)","2542.74 (1477.17, 4823.72)"
1595,"Pulaski County, Missouri",29169,"0.59 (0.30, 1.01)","0.81 (0.43, 1.31)","1.28 (0.71, 2.15)","1.97 (1.18, 3.03)","4.02 (2.68, 5.78)","7.66 (5.48, 10.27)","10.60 (7.99, 13.91)","11.15 (8.40, 14.35)","1777.17 (954.68, 3680.89)"
1596,"Putnam County, Missouri",29171,"0.49 (0.23, 0.92)","0.64 (0.31, 1.13)","0.96 (0.48, 1.73)","1.47 (0.73, 2.54)","2.33 (1.21, 3.86)","4.29 (2.33, 7.06)","5.93 (3.29, 9.35)","6.51 (3.40, 10.64)","1229.08 (552.05, 2625.81)"
1597,"Ralls County, Missouri",29173,"0.46 (0.22, 0.82)","0.60 (0.29, 1.05)","0.95 (0.49, 1.70)","1.55 (0.83, 2.66)","2.57 (1.50, 4.04)","4.84 (2.93, 7.45)","6.89 (4.37, 10.01)","7.43 (4.51, 11.32)","1524.01 (754.46, 3067.43)"
1598,"Randolph County, Missouri",29175,"0.58 (0.29, 1.01)","0.76 (0.41, 1.29)","1.20 (0.66, 1.97)","1.77 (1.08, 2.74)","3.10 (2.00, 4.58)","5.74 (3.86, 8.16)","7.75 (5.32, 10.42)","8.47 (5.74, 11.60)","1356.19 (645.97, 2806.39)"
1599,"Ray County, Missouri",29177,"0.49 (0.24, 0.90)","0.66 (0.35, 1.10)","1.04 (0.57, 1.71)","1.65 (0.92, 2.65)","2.88 (1.74, 4.33)","5.07 (3.30, 7.15)","7.11 (4.70, 10.13)","8.48 (5.69, 11.91)","1641.06 (873.78, 3448.67)"
1600,"Reynolds County, Missouri",29179,"0.59 (0.30, 1.02)","0.91 (0.48, 1.47)","1.48 (0.84, 2.27)","2.43 (1.47, 3.66)","4.49 (2.94, 6.44)","8.94 (6.19, 12.45)","13.45 (9.51, 18.25)","15.49 (10.86, 21.01)","2517.39 (1396.12, 4786.26)"
1601,"Ripley County, Missouri",29181,"0.56 (0.27, 1.04)","0.80 (0.39, 1.48)","1.39 (0.73, 2.36)","2.06 (1.09, 3.39)","3.68 (2.20, 5.78)","6.74 (4.21, 9.92)","9.62 (6.26, 14.00)","11.49 (7.55, 16.64)","1941.48 (993.46, 4043.85)"
1602,"Saint Charles County, Missouri",29183,"0.39 (0.24, 0.59)","0.54 (0.35, 0.79)","0.86 (0.59, 1.22)","1.29 (0.90, 1.76)","2.52 (1.90, 3.23)","5.45 (4.48, 6.44)","8.18 (7.06, 9.30)","8.74 (7.56, 10.00)","2114.27 (1384.54, 3524.86)"
1603,"Saint Clair County, Missouri",29185,"0.43 (0.21, 0.77)","0.60 (0.29, 1.01)","0.94 (0.51, 1.61)","1.46 (0.72, 2.42)","2.70 (1.49, 4.42)","5.25 (3.10, 7.89)","7.51 (4.65, 11.33)","8.42 (4.91, 12.82)","1846.49 (999.57, 3675.33)"
1604,"Saint Francois County, Missouri",29187,"0.74 (0.43, 1.13)","1.17 (0.75, 1.70)","2.15 (1.38, 3.14)","3.64 (2.58, 4.95)","7.69 (5.69, 9.90)","16.52 (13.36, 19.58)","21.48 (18.03, 25.03)","27.66 (23.71, 31.86)","3639.41 (2318.55, 6280.09)"
1605,"Saint Louis City, Missouri",29510,"2.10 (1.43, 2.97)","2.62 (1.85, 3.64)","4.69 (3.41, 6.25)","5.80 (4.33, 7.61)","10.39 (8.16, 12.85)","14.32 (11.63, 17.18)","19.86 (16.74, 23.33)","24.78 (21.63, 28.03)","1081.68 (708.78, 1689.29)"
1606,"Saint Louis County, Missouri",29189,"0.83 (0.60, 1.11)","0.98 (0.72, 1.30)","1.34 (1.01, 1.76)","1.81 (1.40, 2.27)","3.58 (2.93, 4.30)","6.09 (5.33, 6.96)","9.78 (8.84, 10.85)","10.83 (9.71, 11.83)","1197.46 (857.80, 1737.36)"
1607,"Sainte Genevieve County, Missouri",29186,"0.43 (0.23, 0.75)","0.65 (0.37, 1.03)","1.13 (0.66, 1.78)","1.89 (1.21, 2.80)","3.66 (2.40, 5.24)","7.20 (5.08, 9.65)","10.92 (7.97, 14.54)","13.44 (9.78, 17.52)","2993.49 (1772.95, 5558.87)"
1608,"Saline County, Missouri",29195,"0.64 (0.31, 1.15)","0.87 (0.46, 1.45)","1.28 (0.67, 2.15)","1.88 (1.09, 3.02)","3.37 (2.04, 5.19)","5.83 (3.83, 8.33)","8.02 (5.40, 11.31)","8.76 (5.86, 12.44)","1257.90 (654.88, 2626.24)"
1609,"Schuyler County, Missouri",29197,"0.44 (0.19, 0.81)","0.57 (0.27, 1.02)","0.82 (0.38, 1.56)","1.19 (0.57, 2.13)","1.93 (0.94, 3.40)","3.52 (1.86, 6.11)","5.00 (2.72, 8.57)","5.42 (2.82, 9.39)","1121.12 (568.62, 2419.97)"
1610,"Scotland County, Missouri",29199,"0.43 (0.21, 0.80)","0.55 (0.28, 0.96)","0.79 (0.40, 1.38)","1.14 (0.56, 1.97)","1.92 (1.00, 3.25)","3.56 (1.97, 5.63)","4.74 (2.70, 7.39)","5.21 (2.87, 8.29)","1116.45 (509.54, 2428.80)"
1611,"Scott County, Missouri",29201,"0.66 (0.33, 1.10)","0.89 (0.49, 1.49)","1.35 (0.82, 2.13)","2.15 (1.30, 3.19)","3.75 (2.46, 5.29)","7.59 (5.35, 10.22)","9.58 (7.04, 12.78)","10.39 (7.67, 13.85)","1467.84 (772.15, 3007.07)"
1612,"Shannon County, Missouri",29203,"0.50 (0.24, 0.91)","0.74 (0.38, 1.33)","1.24 (0.61, 2.03)","1.83 (0.98, 2.95)","3.43 (1.95, 5.31)","6.68 (4.06, 9.97)","9.70 (5.98, 14.04)","11.08 (6.90, 16.26)","2097.36 (1114.68, 4371.78)"
1613,"Shelby County, Missouri",29205,"0.51 (0.25, 0.96)","0.66 (0.33, 1.15)","1.03 (0.51, 1.80)","1.57 (0.82, 2.72)","2.70 (1.53, 4.41)","5.03 (2.93, 7.86)","6.92 (3.95, 10.47)","7.83 (4.58, 12.02)","1434.55 (671.57, 3043.33)"
1614,"Stoddard County, Missouri",29207,"0.59 (0.31, 1.00)","0.81 (0.47, 1.27)","1.27 (0.75, 1.96)","2.15 (1.34, 3.26)","3.86 (2.53, 5.59)","7.36 (5.24, 9.83)","9.78 (7.17, 12.76)","11.44 (8.17, 14.99)","1845.00 (1020.90, 3561.08)"
1615,"Stone County, Missouri",29209,"0.44 (0.20, 0.78)","0.65 (0.34, 1.09)","1.03 (0.58, 1.69)","1.66 (0.96, 2.59)","3.05 (1.94, 4.30)","5.85 (4.07, 7.98)","8.92 (6.39, 11.62)","9.76 (7.02, 12.68)","2097.00 (1141.34, 4611.80)"
1616,"Sullivan County, Missouri",29211,"0.60 (0.27, 1.12)","0.82 (0.40, 1.51)","1.32 (0.65, 2.30)","2.11 (1.06, 3.61)","3.84 (2.09, 6.43)","7.44 (4.30, 11.64)","10.11 (6.03, 15.40)","11.30 (6.35, 17.22)","1785.14 (777.46, 4169.96)"
